transaction_id,customer_id,merchant_id,transaction_amount,transaction_currency,transaction_date,payment_method,product_category,product_name,status,region,timestamp,ip_address,device_type
TXN-1016780,135889,MERCH-704240,10654.9,CAD,2026-04-02,Debit Card,Beauty,Skin Cleanser,Completed,Asia-Pacific,2026-04-02 09:34:38,61.29.157.30,Desktop
TXN-1016781,865074,MERCH-018843,41578.8,AUD,2026-05-10,Credit Card,Food,Protein Bars,Completed,Asia-Pacific,,155.237.242.89,Desktop
TXN-1016782,883600,MERCH-739419,2571.74,USD,2026-03-24,Cash,Home,Desk Lamp,Completed,US-East,2026-03-24 20:57:15,221.9.63.219,Tablet
TXN-1016783,324184,MERCH-955219,5121.9,INR,2026-06-15,Wallet,Home,Coffee Maker,Pending,Europe,2026-06-15 10:05:29,168.23.83.129,Desktop
TXN-1016784,409115,MERCH-636239,25057.16,GBP,2026-08-18,Cash,Beauty,Face Serum,Pending,US-West,2026-08-18 18:22:18,42.158.155.167,Tablet
TXN-1016785,261749,MERCH-109754,46469.89,USD,2026-06-24,Wallet,Electronics,Gaming Mouse,Completed,US-West,2026-06-24 10:54:16,133.82.65.196,Tablet
TXN-1016786,223193,MERCH-633730,39753.0,USD,2026-02-22,Bank Transfer,Books,ML Handbook,Completed,Asia-Pacific,2026-02-22 02:31:42,241.112.108.112,Mobile
TXN-1016787,577427,MERCH-796853,33858.35,AUD,2026-08-10,Credit Card,Books,Python Programming,Pending,US-East,2026-08-10 12:03:19,157.146.72.199,Tablet
TXN-1016788,614645,MERCH-230240,18899.59,EUR,2026-04-25,Debit Card,Sports,Yoga Mat,Completed,Asia-Pacific,2026-04-25 07:07:59,97.240.77.130,Mobile
TXN-1016789,29480,MERCH-139586,16754.68,EUR,2026-03-08,,Electronics,Bluetooth Speaker,Failed,India,2026-03-08 21:26:16,161.182.14.78,Desktop
TXN-1016790,155393,MERCH-728820,36415.19,USD,2026-04-14,Debit Card,Clothing,Winter Jacket,Pending,Asia-Pacific,2026-04-14 23:53:46,65.38.2.253,Desktop
TXN-1016791,156231,MERCH-250754,7079.13,USD,2026-04-29,Credit Card,Books,ML Handbook,Failed,India,2026-04-29 13:35:28,114.65.110.158,Tablet
TXN-1016792,527301,MERCH-192523,27585.59,GBP,2026-05-07,Credit Card,Clothing,Running Shoes,Pending,US-West,2026-05-07 13:41:05,194.209.45.73,Tablet
TXN-1000000,749523,MERCH-415304,5888.44,CAD,2026-03-29,Debit Card,Home,Coffee Maker,Completed,US-West,2026-03-29 11:10:19,140.112.52.56,Tablet
TXN-1016794,434901,MERCH-890802,33119.2,USD,2026-07-27,Wallet,Food,Protein Bars,Pending,US-East,2026-07-27 09:22:13,218.114.28.246,Tablet
TXN-1016795,653291,MERCH-401657,35164.75,EUR,2026-05-21,Cash,Clothing,Running Shoes,Pending,Europe,2026-05-21 10:04:37,246.90.250.5,Tablet
TXN-1016796,350099,MERCH-169051,-1082.47,GBP,2026-05-02,Wallet,Electronics,Gaming Mouse,Refunded,US-West,2026-05-02 19:20:46,158.211.67.224,Desktop
TXN-1016797,665670,MERCH-963730,34957.35,AUD,2026-03-10,Cash,Sports,,Failed,US-East,2026-03-10 03:17:06,87.102.97.202,Tablet
TXN-1016798,445447,MERCH-094084,4163.25,CAD,2026-03-29,Wallet,Electronics,Wireless Headphones,Pending,India,2026-03-29 08:15:39,34.68.227.71,Tablet
TXN-1016799,31420,MERCH-903516,14727.95,EUR,2026-03-04,Bank Transfer,Electronics,Bluetooth Speaker,Failed,Asia-Pacific,2026-03-04 08:09:48,227.49.194.116,Tablet
TXN-1016800,467000,MERCH-455141,48571.35,GBP,08/19/2026,Wallet,Home,Desk Lamp,Failed,Europe,2026-03-13 07:28:59,112.29.133.175,Tablet
TXN-1016801,692412,MERCH-493030,23063.11,EUR,2026-07-02,Debit Card,Home,Coffee Maker,Failed,India,2026-07-02 04:57:59,221.72.249.227,Tablet
TXN-1016802,405426,MERCH-017626,-3156.76,EUR,2026-05-08,Wallet,Clothing,Winter Jacket,Refunded,Latin America,2026-05-08 10:27:34,46.58.9.225,Mobile
TXN-1016803,870000,MERCH-103830,-4206.79,GBP,2026-05-14,Debit Card,Beauty,Skin Cleanser,Refunded,US-East,2026-05-14 15:05:04,208.23.102.57,Desktop
TXN-1016804,777144,MERCH-442320,5507.03,AUD,2026-07-27,Bank Transfer,Books,ML Handbook,Completed,US-East,2026-07-27 14:52:49,6.59.57.166,Tablet
TXN-1016805,10105,MERCH-286310,-955.23,INR,2026-02-21,Wallet,Sports,Yoga Mat,Refunded,Asia-Pacific,2026-02-21 10:09:35,185.204.27.25,Mobile
TXN-1016806,409270,MERCH-343838,47265.77,CAD,2026-05-30,Cash,Clothing,Winter Jacket,Pending,Asia-Pacific,2026-05-30 21:31:16,211.82.78.31,Mobile
TXN-1016807,39169,MERCH-130137,-683.28,USD,2026-08-12,Debit Card,Electronics,Wireless Headphones,Refunded,US-West,2026-08-12 16:29:12,235.68.245.11,Tablet
TXN-1016808,689080,MERCH-471286,29259.73,EUR,2026-07-25,Bank Transfer,Books,Python Programming,Pending,Latin America,2026-07-25 22:19:02,131.117.138.165,Desktop
TXN-1016809,421028,MERCH-540953,-2406.48,CAD,2026-06-27,Wallet,Clothing,Winter Jacket,Refunded,Latin America,2026-06-27 18:33:06,167.162.137.105,Tablet
TXN-1016810,1000001,MERCH-124695,7568.03,EUR,2026-04-28,Cash,Books,ML Handbook,Pending,Latin America,2026-04-28 10:59:46,39.45.89.229,Desktop
TXN-1016811,205204,MERCH-616936,3384.86,EUR,2026-05-03,Bank Transfer,Electronics,Gaming Mouse,Failed,Europe,2026-05-03 08:39:20,194.123.160.183,Desktop
TXN-1016812,86411,MERCH-276666,26832.87,GBP,2026-07-20,Bank Transfer,Food,Olive Oil,Pending,India,2026-07-20 14:00:47,117.213.85.34,Mobile
TXN-1016813,348320,MERCH-350803,30133.3,CAD,2026-06-21,Credit Card,Home,Desk Lamp,Pending,Asia-Pacific,2026-06-21 17:18:21,220.170.72.149,Desktop
TXN-1016814,577274,MERCH-141738,14127.96,INR,2026-03-10,Credit Card,Home,Desk Lamp,Pending,US-East,2026-03-10 21:06:25,234.250.23.75,Tablet
TXN-1016815,849634,MERCH-459922,31536.12,GBP,2026-04-24,Bank Transfer,Clothing,Running Shoes,Pending,US-West,2026-04-24 22:35:42,215.28.6.63,Tablet
TXN-1016816,917486,MERCH-207888,30809.3,INR,2026-02-28,Bank Transfer,Electronics,Bluetooth Speaker,Failed,Europe,2026-02-28 09:22:00,158.155.29.216,Mobile
TXN-1016817,506866,MERCH-017940,-756.1,INR,2026-02-26,Wallet,Books,Python Programming,Refunded,Europe,2026-02-26 05:39:28,41.20.179.224,Mobile
TXN-1016818,957258,MERCH-229557,-4336.06,INR,2026-07-23,Bank Transfer,Electronics,Wireless Headphones,Refunded,Latin America,2026-07-23 17:47:20,142.64.105.111,Tablet
TXN-1016819,852453,MERCH-802060,4804.86,INR,2026-02-28,Credit Card,Books,Python Programming,,Latin America,2026-02-28 18:19:54,54.39.212.99,Desktop
TXN-1016820,205059,MERCH-983341,-4091.95,CAD,2026-07-26,Credit Card,Food,Olive Oil,Refunded,India,2026-07-26 16:26:28,42.201.72.144,Desktop
TXN-1016821,7390,MERCH-237250,6797.08,AUD,2026-03-19,Wallet,Clothing,Running Shoes,Completed,India,2026-03-19 23:00:32,144.99.197.178,Desktop
TXN-1016822,15487,MERCH-172658,44965.5,GBP,2026-07-15,Debit Card,Electronics,Wireless Headphones,Failed,US-East,2026-07-15 17:52:16,62.160.132.188,Desktop
TXN-1011427,707273,MERCH-416617,12984.31,AUD,2026-03-19,Wallet,Home,Desk Lamp,Completed,Latin America,2026-03-19 14:26:35,241.51.104.141,Tablet
TXN-1016824,104173,MERCH-965531,38605.4,EUR,2026-05-08,Wallet,Books,ML Handbook,Completed,Europe,2026-05-08 00:00:22,147.125.194.167,Desktop
TXN-1016825,714579,MERCH-888048,13656.07,USD,2026-06-11,Bank Transfer,Electronics,Wireless Headphones,Pending,US-West,2026-06-11 04:15:10,83.104.149.96,Mobile
TXN-1016826,364612,MERCH-606530,15625.59,INR,2026-05-02,Cash,Beauty,Face Serum,Pending,US-West,2026-05-02 17:53:28,227.119.137.109,Desktop
TXN-1016827,392201,MERCH-282117,11219.56,INR,2026-07-15,Bank Transfer,Home,Desk Lamp,Pending,India,2026-07-15 12:00:13,146.231.87.59,Desktop
TXN-1016828,523936,MERCH-716650,35870.75,EUR,2026-03-14,Credit Card,Food,Olive Oil,Pending,Asia-Pacific,2026-03-14 13:25:52,162.22.228.173,Tablet
TXN-1016829,634816,MERCH-017623,20037.47,CAD,2026-05-07,Wallet,Books,ML Handbook,Failed,Europe,2026-05-07 08:14:26,184.186.56.135,Desktop
TXN-1016830,258137,MERCH-364828,-1267.02,EUR,2026-03-22,Cash,Electronics,Gaming Mouse,Refunded,India,2026-03-22 00:36:30,42.84.195.77,Mobile
TXN-1016831,859745,MERCH-647062,30222.05,AUD,2026-07-31,Debit Card,Electronics,Wireless Headphones,Completed,US-West,2026-07-31 14:32:52,206.203.164.27,Mobile
TXN-1016832,839508,MERCH-982976,478.21,USD,2026-06-30,Debit Card,Books,Python Programming,Failed,Europe,2026-06-30 03:58:25,4.197.21.150,Desktop
TXN-1016833,180152,MERCH-261071,-616.87,CAD,2026-06-09,Credit Card,Books,Python Programming,Refunded,Asia-Pacific,2026-06-09 05:16:12,145.165.145.198,Mobile
TXN-1016834,229231,MERCH-813661,46576.05,CAD,2026-03-23,Cash,Beauty,Face Serum,Completed,US-West,2026-03-23 05:42:23,176.227.14.239,Desktop
TXN-1016835,590399,MERCH-096818,10986.03,EUR,2026-03-19,Debit Card,Books,ML Handbook,Pending,India,2026-03-19 03:58:07,11.127.51.196,Tablet
TXN-1016836,17823,MERCH-947945,20775.96,GBP,2026-04-09,Debit Card,Electronics,Gaming Mouse,Completed,Latin America,2026-04-09 21:54:09,89.16.25.135,Tablet
TXN-1016837,996887,MERCH-904345,16523.43,GBP,2026-07-28,Wallet,Sports,Yoga Mat,Completed,Latin America,2026-07-28 20:57:05,230.77.37.240,Tablet
TXN-1016838,475258,MERCH-606074,31892.65,INR,2026-05-21,Debit Card,Books,Python Programming,Completed,Asia-Pacific,2026-05-21 08:59:09,5.5.226.227,Mobile
TXN-1016839,990414,MERCH-960237,31434.63,AUD,2026-05-30,Bank Transfer,Clothing,Winter Jacket,Pending,Europe,2026-05-30 22:18:26,219.91.219.131,Desktop
TXN-1016840,68887,MERCH-197613,14334.95,GBP,2026-07-07,Bank Transfer,Clothing,Winter Jacket,Failed,US-East,2026-07-07 04:35:58,99.137.122.14,Desktop
TXN-1016841,51357,MERCH-646320,38109.64,EUR,2026-06-03,Cash,Books,Python Programming,Failed,US-West,2026-06-03 13:31:00,89.190.65.179,Desktop
TXN-1016842,899716,MERCH-574113,-4836.78,INR,2026-06-06,Cash,Sports,Football,Refunded,Europe,2026-06-06 00:34:29,157.211.120.28,Desktop
TXN-1016843,680357,MERCH-249330,24358.25,CAD,2026-07-18,Wallet,Food,Protein Bars,Pending,Latin America,2026-07-18 15:08:17,207.28.157.144,Mobile
TXN-1016844,771522,MERCH-381943,-1144.93,GBP,2026-03-27,Debit Card,Sports,Yoga Mat,Refunded,Asia-Pacific,2026-03-27 07:41:47,126.91.125.157,Desktop
TXN-1016845,88326,MERCH-320416,19306.47,EUR,2026-08-10,Wallet,Home,Desk Lamp,Completed,US-East,2026-08-10 22:01:17,253.217.164.254,Tablet
TXN-1016846,931192,MERCH-884853,-86.18,GBP,2026-05-30,Debit Card,Electronics,Wireless Headphones,Refunded,Latin America,2026-05-30 01:00:06,84.227.62.121,Desktop
TXN-1016847,83241,MERCH-747683,-133.65,CAD,2026-04-04,Cash,Clothing,Winter Jacket,Refunded,US-East,2026-04-04 16:07:27,181.37.186.145,Desktop
TXN-1016848,964350,MERCH-405121,39672.0,INR,2026-06-10,Cash,Home,Desk Lamp,Completed,US-East,2026-06-10 01:02:12,135.239.6.33,Desktop
TXN-1016849,727705,MERCH-814664,45121.42,GBP,2026-03-01,Credit Card,Electronics,Bluetooth Speaker,Pending,Asia-Pacific,2026-03-01 05:53:53,36.214.147.228,Tablet
TXN-1016850,571155,MERCH-264057,-856.97,AUD,2026-04-12,Cash,Food,Olive Oil,Refunded,Latin America,2026-04-12 14:08:14,187.26.157.92,Tablet
TXN-1016851,736121,MERCH-878684,7224.76,AUD,2026-07-29,Bank Transfer,Clothing,Running Shoes,,Europe,2026-07-29 18:48:24,125.225.220.83,Mobile
TXN-1016852,442088,MERCH-549776,-2975.77,GBP,2026-03-18,Bank Transfer,Clothing,Running Shoes,Refunded,US-East,2026-03-18 00:46:42,95.246.156.39,Desktop
TXN-1016853,881646,MERCH-071420,35039.97,CAD,2026-08-06,Credit Card,Books,ML Handbook,Pending,US-West,2026-08-06 18:47:12,999.999.999.999,Desktop
TXN-1016854,501855,MERCH-869742,12348.26,EUR,2026-03-05,Cash,Books,ML Handbook,Completed,India,2026-03-05 17:59:36,117.23.38.170,Mobile
TXN-1016855,748195,MERCH-616216,-1635.39,USD,2026-04-25,,Home,Desk Lamp,Refunded,Europe,2026-04-25 04:22:23,16.40.197.148,Desktop
TXN-1016856,573375,MERCH-153801,11884.0,USD,2026-06-06,Bank Transfer,Sports,Football,Pending,Latin America,2026-06-06 19:10:51,4.178.40.12,Tablet
TXN-1016857,101543,MERCH-447467,10454.88,EUR,2026-06-06,Wallet,Books,ML Handbook,Failed,US-East,2026-06-06 06:18:06,17.166.67.27,Mobile
TXN-1016858,638541,MERCH-870887,46545.83,CAD,2026-05-10,Debit Card,Home,Desk Lamp,Failed,US-West,2026-05-10 06:52:42,121.154.116.30,Desktop
TXN-1016859,230270,MERCH-203935,46530.75,GBP,2026-03-24,Bank Transfer,Food,Protein Bars,Pending,US-West,2026-03-24 17:43:35,135.21.101.40,Tablet
TXN-1016860,164424,MERCH-292717,35409.44,INR,2026-03-01,Bank Transfer,Clothing,Running Shoes,Pending,Asia-Pacific,2026-03-01 23:13:16,27.77.195.218,Desktop
TXN-1016861,81988,MERCH-561843,44621.72,CAD,2026-07-12,Wallet,Beauty,Face Serum,Pending,US-West,2026-07-12 16:37:49,62.123.38.54,Mobile
TXN-1016862,508124,MERCH-636790,2125.2,EUR,2026-08-13,Credit Card,Books,ML Handbook,Failed,Latin America,2026-08-13 06:47:46,166.143.245.243,Desktop
TXN-1016863,991698,MERCH-905559,-2132.47,INR,,Bank Transfer,Food,Protein Bars,Refunded,Asia-Pacific,2026-07-03 15:01:52,241.98.220.86,Desktop
TXN-1016864,,MERCH-372303,47083.85,EUR,2026-03-29,Debit Card,Books,ML Handbook,Completed,Europe,2026-03-29 07:26:05,28.169.53.56,Mobile
TXN-1016865,394303,MERCH-040082,27338.43,GBP,2026-03-12,Bank Transfer,Food,Protein Bars,Pending,Asia-Pacific,2026-03-12 20:01:39,20.27.203.191,Mobile
TXN-1016866,591004,MERCH-038774,-4637.09,CAD,2026-06-09,Bank Transfer,Clothing,Winter Jacket,Refunded,Asia-Pacific,2026-06-09 22:18:00,105.192.120.112,Mobile
TXN-1016867,154619,MERCH-780928,44451.39,CAD,2026-03-03,Bank Transfer,Home,Coffee Maker,Completed,US-West,2026-03-03 06:54:59,16.182.131.230,Mobile
TXN-1016868,627208,MERCH-028729,-492.18,GBP,2026-07-17,Wallet,Books,Python Programming,Refunded,Latin America,2026-07-17 22:11:33,214.103.156.7,Tablet
TXN-1016869,810136,MERCH-158938,14049.59,USD,2026-06-23,Bank Transfer,Electronics,Bluetooth Speaker,Completed,Latin America,2026-06-23 07:40:38,34.34.71.232,Desktop
TXN-1016870,308158,MERCH-940866,10607.8,EUR,2026-08-03,Wallet,Electronics,Bluetooth Speaker,Failed,India,2026-08-03 21:33:42,249.63.149.132,Tablet
TXN-1016871,277176,MERCH-877576,8404.14,EUR,2026-08-13,Wallet,Books,ML Handbook,Pending,Latin America,2026-08-13 02:10:37,113.126.61.200,Tablet
TXN-1016872,147643,MERCH-890658,1044.46,AUD,2026-03-31,Debit Card,Home,Coffee Maker,Pending,India,2026-03-31 16:59:13,194.126.100.160,Desktop
TXN-1016873,680404,MERCH-464091,30492.94,GBP,2026-05-28,Wallet,Beauty,Skin Cleanser,Failed,Asia-Pacific,2026-05-28 03:54:36,158.220.189.225,Desktop
TXN-1016874,838795,MERCH-869962,-2255.43,EUR,2026-02-27,Bank Transfer,Books,Python Programming,Refunded,Asia-Pacific,2026-02-27 22:51:57,174.232.51.86,Desktop
TXN-1016875,541755,MERCH-505238,34786.38,AUD,2026-06-21,Wallet,Clothing,Running Shoes,Pending,US-West,2026-06-21 05:39:28,84.105.100.60,Desktop
TXN-1016876,449800,MERCH-006430,35223.57,EUR,2026-05-09,Bank Transfer,Food,Protein Bars,Failed,US-East,2026-05-09 09:44:11,21.158.116.245,Desktop
TXN-1016877,330061,MERCH-001746,-3613.85,CAD,2026-03-04,Cash,Sports,Football,Refunded,Latin America,2026-03-04 17:06:21,204.73.137.76,Mobile
TXN-1016878,446104,MERCH-329299,12622.91,GBP,2026-08-16,Credit Card,Clothing,Running Shoes,Failed,US-West,2026-08-16 00:14:31,33.131.43.46,Mobile
TXN-1016879,269718,MERCH-875869,8581.82,INR,2026-03-23,Bank Transfer,Clothing,Running Shoes,Failed,Latin America,2026-03-23 17:16:34,45.179.123.154,Mobile
TXN-1016880,839704,MERCH-360322,23019.17,EUR,2026-02-20,Bank Transfer,Clothing,Running Shoes,Completed,Europe,2026-02-20 16:07:01,223.229.178.14,Mobile
TXN-1016881,214395,MERCH-093656,10857.96,CAD,2026-05-18,Debit Card,Food,Protein Bars,Failed,US-West,2026-05-18 06:27:58,165.124.115.154,Mobile
TXN-1016882,892841,MERCH-978913,3482.95,INR,2026-06-25,Cash,Food,Olive Oil,Pending,Europe,2026-06-25 13:00:14,192.208.76.244,Tablet
TXN-1016883,929298,MERCH-519187,-2837.72,USD,2026-08-01,Cash,Beauty,Face Serum,Refunded,US-West,2026-08-01 15:19:18,24.236.127.145,Mobile
TXN-1016884,37651,MERCH-837689,28679.26,GBP,2026-07-22,Debit Card,Clothing,Running Shoes,Pending,India,2026-07-22 10:15:33,135.245.223.205,Mobile
TXN-1016885,158121,MERCH-968248,-32.59,AUD,2026-05-30,Credit Card,Food,Olive Oil,Refunded,US-East,2026-05-30 16:58:12,252.70.72.14,Tablet
TXN-1016886,765887,MERCH-566913,11122.81,,2026-08-04,Credit Card,Beauty,Face Serum,Completed,US-West,2026-08-04 19:43:43,75.249.244.141,Desktop
TXN-1016887,171520,MERCH-032445,46099.67,AUD,2026-05-10,Debit Card,Food,Olive Oil,Completed,US-West,2026-05-10 05:19:36,135.202.138.186,Tablet
TXN-1016888,934067,MERCH-397890,21724.8,GBP,2026-03-21,Wallet,Sports,Football,Pending,Europe,2026-03-21 21:39:03,90.244.141.21,Tablet
TXN-1016889,129584,MERCH-946655,35828.84,CAD,2026-04-30,Wallet,Home,Desk Lamp,Completed,US-East,2026-04-30 21:13:22,243.185.62.190,Mobile
TXN-1016890,975538,MERCH-859186,-2602.46,CAD,2026-03-22,Bank Transfer,Electronics,Gaming Mouse,Refunded,US-East,2026-03-22 11:35:25,91.96.184.36,Mobile
TXN-1016891,614372,MERCH-030809,14365.81,AUD,2026-05-04,Bank Transfer,Electronics,Bluetooth Speaker,Failed,India,2026-05-04 01:49:23,245.206.48.224,Mobile
TXN-1016892,888999,MERCH-015083,13405.35,INR,2026-03-14,Debit Card,Books,ML Handbook,Failed,Asia-Pacific,2026-03-14 22:37:25,177.234.151.152,Tablet
TXN-1016893,886661,MERCH-119184,33527.88,CAD,2026-08-14,Bank Transfer,Food,Protein Bars,Completed,US-East,2026-08-14 23:20:28,214.220.179.182,Mobile
TXN-1016894,8434,MERCH-743792,-3610.6,INR,2026-03-20,Cash,Beauty,Face Serum,Refunded,Europe,2026-03-20 21:06:08,89.62.175.101,Tablet
TXN-1016895,980007,MERCH-316429,-1146.67,USD,2026-04-20,Credit Card,Electronics,Gaming Mouse,Refunded,Asia-Pacific,2026-04-20 12:04:47,244.225.183.75,Mobile
TXN-1016896,428435,MERCH-721750,15623.43,AUD,2026-04-02,Cash,Electronics,Gaming Mouse,Completed,US-West,2026-04-02 20:37:07,222.228.122.148,Desktop
TXN-1016897,70067,MERCH-477630,5158.69,USD,2026-06-09,Bank Transfer,Electronics,Bluetooth Speaker,Completed,Latin America,2026-06-09 06:14:09,113.115.187.176,Desktop
TXN-1016898,-1,MERCH-539696,24400.28,CAD,2026-08-03,Cash,Sports,Football,Pending,Latin America,2026-08-03 13:02:16,154.200.67.208,Mobile
TXN-1016899,988105,MERCH-017495,27660.59,USD,2026-06-04,Credit Card,Beauty,Face Serum,Completed,Asia-Pacific,2026-06-04 14:15:20,219.91.156.79,Mobile
TXN-1016900,956422,MERCH-534038,-4490.83,USD,2026-03-14,Debit Card,Books,Python Programming,Refunded,India,2026-03-14 13:26:17,93.239.96.185,Tablet
TXN-1016901,446911,MERCH-733222,47059.43,INR,2026-03-19,Cash,Food,Olive Oil,Completed,India,2026-03-19 00:24:15,237.42.221.81,Mobile
,671638,,45844.19,,2026-06-23,Cash,Beauty,,,,,234.2.246.238,Mobile
TXN-1016903,735497,MERCH-594485,20903.26,AUD,2026-05-01,Cash,Books,ML Handbook,Pending,India,2026-05-01 06:45:33,215.97.158.70,Mobile
TXN-1016904,377047,MERCH-004917,4590.6,AUD,2026-07-18,Cash,Clothing,Winter Jacket,Completed,Asia-Pacific,2026-07-18 19:53:31,103.146.6.232,Tablet
TXN-1016905,511380,MERCH-878857,31562.57,CAD,2026-07-10,Wallet,Sports,Yoga Mat,Failed,US-West,2026-07-10 20:56:45,44.6.209.13,Mobile
TXN-1016906,361520,MERCH-919502,-1419.34,INR,2026-05-02,Cash,Electronics,Bluetooth Speaker,Refunded,US-East,2026-05-02 05:13:15,225.163.99.126,Desktop
TXN-1016907,841779,MERCH-845446,6024.85,EUR,2026-03-19,Credit Card,Home,Desk Lamp,Completed,Latin America,2026-03-19 01:19:02,11.194.27.216,Desktop
TXN-1016908,261657,MERCH-633269,43992.49,GBP,2026-05-03,Bank Transfer,Home,Coffee Maker,Failed,India,2026-05-03 18:04:02,116.37.234.173,Desktop
TXN-1016909,205937,MERCH-943026,3173.3,GBP,2026-05-05,Cash,Clothing,Winter Jacket,Failed,Europe,2026-05-05 20:13:44,20.75.81.136,Mobile
TXN-1016910,377040,MERCH-163573,43550.32,GBP,2026-03-05,Bank Transfer,Beauty,Skin Cleanser,Failed,US-East,2026-03-05 19:05:54,216.202.87.104,Tablet
TXN-1016911,153920,MERCH-242872,-2233.83,USX,2026-07-12,Cash,Food,Olive Oil,Refunded,Latin America,2026-07-12 19:38:44,65.171.85.186,Tablet
TXN-1016912,624184,MERCH-232616,37822.13,USD,2026-05-15,Cash,Books,ML Handbook,Pending,US-West,2026-05-15 15:08:02,224.61.51.86,Mobile
TXN-1016913,782685,MERCH-066479,-466.25,EUR,2026-04-18,Credit Card,Home,Coffee Maker,Refunded,US-East,2026-04-18 10:12:00,146.150.243.156,Desktop
TXN-1016914,936746,MERCH-913507,46060.24,AUD,2026-08-06,Bank Transfer,Clothing,Winter Jacket,Failed,India,2026-08-06 19:45:46,239.12.199.1,Desktop
TXN-1016915,386493,MERCH-561041,-2144.19,AUD,2026-07-04,Bank Transfer,Home,Desk Lamp,Refunded,US-West,2026-07-04 12:25:54,163.20.68.93,Desktop
TXN-1016916,903249,MERCH-421216,15849.46,AUD,2026-04-23,Wallet,Home,Desk Lamp,Failed,Asia-Pacific,2026-04-23 12:34:34,34.184.60.62,Desktop
TXN-1016917,774992,MERCH-968779,-2087.58,INR,2026-06-26,Debit Card,Electronics,Bluetooth Speaker,Refunded,Europe,2026-06-26 17:27:51,112.144.40.173,Tablet
TXN-1016918,972245,MERCH-700260,9967.08,,2026-08-19,Wallet,Electronics,Wireless Headphones,Completed,Latin America,2026-08-19 11:50:24,85.137.51.95,Desktop
TXN-1016919,317973,MERCH-306379,23789.53,GBP,2026-05-31,Debit Card,Clothing,Winter Jacket,Failed,US-West,2026-05-31 03:02:48,166.20.41.156,Desktop
TXN-1016920,541865,MERCH-912747,42683.93,GBP,2026-07-26,Credit Card,Electronics,Bluetooth Speaker,Completed,US-East,2026-07-26 20:23:01,16.162.155.62,Mobile
TXN-1016921,760149,MERCH-051712,-2484.28,CAD,2026-08-13,Debit Card,Beauty,Skin Cleanser,Refunded,Europe,2026-08-13 07:44:04,189.180.147.129,Desktop
TXN-1016922,528567,MERCH-712108,10490.81,GBP,2026-04-10,Debit Card,Home,Desk Lamp,Pending,US-East,2026-04-10 03:56:49,6.238.232.216,Desktop
TXN-1016923,767248,MERCH-474559,10046.88,GBP,2026-08-18,Cash,Books,ML Handbook,Pending,Europe,2026-08-18 09:34:55,20.224.252.245,Desktop
TXN-1016924,830565,MERCH-682485,44332.01,AUD,2026-08-04,Cash,Books,ML Handbook,Pending,Europe,2026-08-04 05:11:39,242.215.96.207,Tablet
TXN-1016925,976964,MERCH-520275,1538.44,CAD,2026-05-12,Debit Card,Electronics,Gaming Mouse,Failed,US-West,2026-05-12 00:19:42,93.247.129.242,Tablet
TXN-1016926,359559,MERCH-388614,35535.16,GBP,2026-07-20,Credit Card,Home,Coffee Maker,Pending,US-West,2026-07-20 19:41:52,33.121.210.117,Desktop
TXN-1016927,277983,MERCH-611102,48946.54,CAD,2026-05-24,Wallet,Home,Desk Lamp,Failed,US-West,2026-05-24 05:41:12,32.35.42.67,
TXN-1016928,319092,MERCH-081312,41915.11,INR,2026-03-11,Wallet,Home,Coffee Maker,Pending,Europe,2026-03-11 03:41:09,246.55.76.196,Desktop
TXN-1016929,874830,MERCH-999901,-2210.6,EUR,2026-04-13,Wallet,Clothing,Winter Jacket,Refunded,Europe,2026-04-13 05:04:51,58.3.199.155,Tablet
TXN-1016930,931024,MERCH-667394,26163.25,GBP,2026-08-11,Cash,Sports,Football,Pending,US-West,2026-08-11 15:19:08,87.22.38.151,Tablet
TXN-1016931,100750,MERCH-029550,-4289.75,AUD,2026-05-26,Cash,Clothing,Running Shoes,Refunded,US-West,2026-05-26 09:05:33,208.216.35.62,Mobile
TXN-1016932,734192,MERCH-284771,40036.77,USD,2026-05-23,Debit Card,Food,Olive Oil,Pending,US-West,2026-05-23 18:24:07,208.111.163.250,Desktop
TXN-1016933,654573,MERCH-320304,39838.08,CAD,2026-06-08,Wallet,,ML Handbook,Pending,US-East,2026-06-08 10:41:05,215.252.64.1,Desktop
TXN-1016934,208688,MERCH-924307,36174.31,CAD,2026-02-28,Bank Transfer,Electronics,Bluetooth Speaker,Pending,US-East,2026-02-28 06:57:59,243.118.146.124,Desktop
TXN-1016935,716588,MERCH-919853,-1736.82,INR,2026-06-23,Debit Card,Beauty,Face Serum,Refunded,Europe,2026-06-23 10:20:23,121.115.131.63,Tablet
TXN-1016936,680596,MERCH-463602,2824.83,INR,2026-07-18,Bank Transfer,Beauty,Face Serum,Completed,Asia-Pacific,2026-07-18 20:45:15,70.188.119.29,Desktop
TXN-1016937,360284,MERCH-096708,7683.22,CAD,2026-07-11,Bank Transfer,Food,Protein Bars,Failed,India,2026-07-11 05:46:54,119.144.92.76,Mobile
TXN-1016938,774503,MERCH-256323,3554.6,INR,20260819,Wallet,Sports,Football,Completed,Asia-Pacific,2026-06-04 18:39:44,150.113.150.128,Mobile
TXN-1016939,81453,MERCH-608541,22234.64,USD,2026-07-08,Bank Transfer,Sports,Football,Pending,Latin America,2026-07-08 11:12:25,7.147.140.198,Tablet
